decanoic acid_concentration (mM),decanoate_concentration (mM),decylamine_concentration (mM),decyl trimethylamine_concentration (mM),decylsulfate_concentration (mM),decanol_concentration (mM),monocaprin_concentration (mM)
2.0998997588151753,0.9543968152595443,2.040833873271171,0.059226851565658364,1.0377517843845243,0.3498547569127557,0.32684168709361394
1.0872089144607298,0.26415208193668954,1.0407814410250922,0.4566265048301642,2.0216288103131403,0.779028247500232,0.3070512601131073
0.6459054974890145,1.7856982394998842,1.9287656102950705,1.0876994876308286,1.3795186432271236,0.7088440970789108,0.45052090592446786
0.6979007457417233,2.163337115102588,0.24687213151456255,0.8310811290365957,1.7518240303925101,0.8242067581379894,0.28254858918187664
1.288200380002382,0.7149260619155133,2.160839120724397,0.9488284278455964,1.085135033223778,0.06965026308370331,0.06107025011869964
1.7564114388522791,1.4450500850139956,1.7625938438750162,0.4316997282074624,0.7596551615049895,0.004971558356133223,0.34846094343325684
0.10665920754080131,1.8108838131069722,2.0859524998525156,1.7073791798581976,1.7973055596030076,0.14102361739516053,0.12861257996516823
0.5520355697788033,0.5992566957601514,0.3795263100574262,1.1479406172340765,1.9474155724085558,0.4873131896156625,0.03042132386230167
0.3104462267477455,0.7833331888470642,0.8289044371725931,2.1978216544744567,1.6846393323732864,0.29735717173058035,0.46985845351848465
0.9089683899178659,1.2437816807099222,1.9732745762401938,0.7047699111720132,1.5025570831080346,0.4688370775818688,0.0187595116291197
1.2659203423883654,1.3585953111705313,1.1226592419085104,2.0972177049847707,0.7280396672494512,0.14047700685300513,0.2799374216653414
1.0162208315478487,1.9220628165367621,0.9063883754803498,1.291272029591007,1.0008699659857074,0.1907821475793507,0.4004286074124516
0.8628588791273076,1.5555632518227314,0.4880147679637588,1.0050171571552453,2.117863350823122,0.21106667398514717,0.4910129217682829
2.2091432979223273,2.0420027575002004,0.40411289283359947,2.0080725477574406,1.1970222730873958,0.39430432793232434,0.23235277078011943
